time,accX,accY,accZ,gyroX,gyroY,gyroZ,magX,magY,magZ
29278.162,0.031,0.014,1.038,4.493,-2.813,26.048,7.56605554479102,-19.6878315169171,-43.7216433875445
29333.741,0.045,0.005,0.994,-1.754,0.468,29.583,7.56605554479102,-19.6878315169171,-43.7216433875445
29377.445,0.045,0.005,0.994,-1.754,0.468,29.583,9.20199473272679,-19.0860796977702,-43.7998161068321
29414.572,0.051,-0.021,1.048,1.859,-2.226,34.523,9.20199473272679,-19.0860796977702,-43.7998161068321
29476.727,0.051,-0.021,1.048,1.859,-2.226,34.523,10.2552310042453,-18.2450625889892,-43.2526070718189
29493.357,0.035,-0.02,1.017,-2.695,6.068,35.367,10.2552310042453,-18.2450625889892,-43.2526070718189
29571.916,0.021,-0.052,0.989,-15.207,1.365,32.112,10.2552310042453,-18.2450625889892,-43.2526070718189
29576.661,0.021,-0.052,0.989,-15.207,1.365,32.112,10.3656547100656,-16.7985341805203,-44.5033705804206
29652.752,0.047,-0.026,1.02,5.976,-4.698,44.935,10.3656547100656,-16.7985341805203,-44.5033705804206
29673.898,0.047,-0.026,1.02,5.976,-4.698,44.935,11.6575118127167,-17.1625586793454,-43.0962616332437
29731.525,0.045,-0.008,1.046,12.586,1.798,53.147,11.6575118127167,-17.1625586793454,-43.0962616332437
29773.178,0.045,-0.008,1.046,12.586,1.798,53.147,14.2313000403657,-17.2835584079955,-42.7835707560933
29810.311,0.018,0.007,1,13.107,8.942,57.557,14.2313000403657,-17.2835584079955,-42.7835707560933
29872.467,0.018,0.007,1,13.107,8.942,57.557,14.5820543536473,-16.2015671547891,-42.3927071596552
29891.146,0.029,-0.058,0.989,-4.939,0.083,59.836,14.5820543536473,-16.2015671547891,-42.3927071596552
29969.701,0.026,0.007,1.112,-36.312,-5.026,59.766,14.5820543536473,-16.2015671547891,-42.3927071596552
29972.393,0.026,0.007,1.112,-36.312,-5.026,59.766,15.9777065335054,-12.9511503727124,-43.2526070718189
30048.471,0.026,0.007,1.112,1.198,18.694,43.421,15.9777065335054,-12.9511503727124,-43.2526070718189
30050.846,0.011,-0.011,0.931,1.198,18.694,43.421,15.9777065335054,-12.9511503727124,-43.2526070718189
30069.624,0.011,-0.011,0.931,1.198,18.694,43.421,16.2096179831574,-11.5073561319097,-43.2526070718189
30129.306,0,-0.079,1.033,9.476,5.499,35.091,16.2096179831574,-11.5073561319097,-43.2526070718189
30168.913,0,-0.079,1.033,9.476,5.499,35.091,16.2090887922536,-11.7474758489394,-43.4871252296817
30208.09,-0.014,-0.027,1.046,10.78,4.952,40.425,16.2090887922536,-11.7474758489394,-43.4871252296817
30268.195,-0.014,-0.027,1.046,10.78,4.952,40.425,15.5118944457874,-12.4714235950904,-42.5490525982304
30288.921,-0.023,-0.029,1.03,12.14,8.553,39.186,15.5118944457874,-12.4714235950904,-42.5490525982304
30367.477,-0.032,-0.007,0.986,-3.574,10.373,43.036,16.5581758542735,-10.0633910056278,-43.3307797911065
30446.246,-0.05,-0.017,1.027,0.616,7.306,44.568,16.5581758542735,-10.0633910056278,-43.3307797911065
30465.349,-0.05,-0.017,1.027,0.616,7.306,44.568,16.5617154619151,-9.945296330123,-42.3145344403676
30527.079,-0.073,0.037,1.005,-4.309,4.283,41.361,16.5617154619151,-9.945296330123,-42.3145344403676
30564.631,-0.073,0.037,1.005,-4.309,4.283,41.361,17.7283422566082,-10.0639036620652,-43.0962616332437
30605.862,-0.062,-0.042,0.981,3.473,-0.07,27.606,17.7283422566082,-10.0639036620652,-43.0962616332437
30663.92,-0.062,-0.042,0.981,3.473,-0.07,27.606,17.260985121246,-8.86193799308355,-42.5490525982304
30684.65,-0.052,-0.037,1.029,0.525,-0.988,31.031,17.260985121246,-8.86193799308355,-42.5490525982304
30763.212,-0.052,-0.037,1.029,0.525,-0.988,31.031,17.0252928796674,-8.13952821624477,-42.7835707560933
30765.487,-0.059,0.002,1.043,0.406,3.395,35.21,17.0252928796674,-8.13952821624477,-42.7835707560933
30844.031,-0.081,0.058,1.003,0.218,5.092,30.528,17.0252928796674,-8.13952821624477,-42.7835707560933
30861.075,-0.081,0.058,1.003,0.218,5.092,30.528,18.0775940473126,-6.81707547505039,-42.3145344403676
30924.859,-0.058,-0.031,1.007,-7.708,-2.428,15.207,18.0775940473126,-6.81707547505039,-42.3145344403676
30960.357,-0.058,-0.031,1.007,-7.708,-2.428,15.207,18.430054913973,-7.4191690651556,-42.0800162825048
31003.649,-0.074,0.02,1.005,-2.104,-3.915,19.849,18.430054913973,-7.4191690651556,-42.0800162825048
31059.649,-0.074,0.02,1.005,-2.104,-3.915,19.849,18.6612331419198,-6.69624663187943,-42.5490525982304
31082.436,-0.056,-0.031,1.025,0.525,-1.133,16.266,18.6612331419198,-6.69624663187943,-42.5490525982304
31158.93,-0.056,-0.031,1.025,0.525,-1.133,16.266,19.0117419736497,-6.6960757464003,-42.627225317518
31163.256,-0.064,0.009,1.01,-7.105,1.535,19.936,19.0117419736497,-6.6960757464003,-42.627225317518
31241.816,-0.079,-0.033,1.025,1.115,-0.875,13.483,19.0117419736497,-6.6960757464003,-42.627225317518
31256.812,-0.079,-0.033,1.025,1.115,-0.875,13.483,19.479591146432,-4.89287091470907,-41.9236708439296
31320.605,-0.058,-0.038,1.031,-6.418,-0.446,10.675,19.479591146432,-4.89287091470907,-41.9236708439296
31356.102,-0.058,-0.038,1.031,-6.418,-0.446,10.675,19.3580641004834,-3.80814549383655,-42.7835707560933
31401.437,-0.055,-0.024,1.02,-4.265,3.648,11.27,19.3580641004834,-3.80814549383655,-42.7835707560933
31455.382,-0.055,-0.024,1.02,-4.265,3.648,11.27,19.4781672280887,-4.89201648731341,-42.3145344403676
31480.22,-0.08,-0.008,1.015,1.675,3.718,10.11,19.4781672280887,-4.89201648731341,-42.3145344403676
31554.669,-0.08,-0.008,1.015,1.675,3.718,10.11,19.8237157567836,-2.48449655428823,-42.8617434753809
31558.997,-0.088,-0.021,0.983,3.045,2.143,6.094,19.8237157567836,-2.48449655428823,-42.8617434753809
31639.607,-0.073,-0.043,1.014,-5.429,-3.11,2.362,19.8237157567836,-2.48449655428823,-42.8617434753809
31652.552,-0.073,-0.043,1.014,-5.429,-3.11,2.362,20.1758907654587,-3.92794902413271,-43.0180889139561
31718.387,-0.07,-0.039,1.009,1.05,-3.797,1.916,20.1758907654587,-3.92794902413271,-43.0180889139561
31751.831,-0.07,-0.039,1.009,1.05,-3.797,1.916,19.7067027244668,-2.84510334353065,-43.0180889139561
31797.169,-0.071,-0.001,1.005,-0.59,-2.918,1.045,19.7067027244668,-2.84510334353065,-43.0180889139561
31851.117,-0.071,-0.001,1.005,-0.59,-2.918,1.045,19.8270098828735,-3.44822224651066,-42.3145344403676
31878.005,-0.065,-0.055,1.028,3.801,-3.736,-1.526,19.8270098828735,-3.44822224651066,-42.3145344403676
31948.356,-0.065,-0.055,1.028,3.801,-3.736,-1.526,20.5278638919656,-4.16909405403723,-42.7835707560933
31956.783,-0.053,-0.032,1.01,-2.502,-3.325,-0.691,20.5278638919656,-4.16909405403723,-42.7835707560933
32035.336,-0.053,-0.032,1.01,-1.697,-3.731,-1.071,20.5278638919656,-4.16909405403723,-42.7835707560933
32037.711,-0.046,-0.02,1.024,-1.697,-3.731,-1.071,20.5278638919656,-4.16909405403723,-42.7835707560933
32048.289,-0.046,-0.02,1.024,-1.697,-3.731,-1.071,20.1766239871638,-3.20707721660614,-42.5490525982304
32116.176,-0.045,-0.046,1.011,0.651,-1.706,-2.336,20.1766239871638,-3.20707721660614,-42.5490525982304
32147.57,-0.045,-0.046,1.011,0.651,-1.706,-2.336,20.4128857960798,-3.92982876440318,-42.1581890017924
32194.961,-0.05,-0.035,1.028,1.491,-1.631,-1.868,20.4128857960798,-3.92982876440318,-42.1581890017924
32246.859,-0.05,-0.035,1.028,1.491,-1.631,-1.868,20.7665676245987,-4.1719991071825,-41.454634528204
32273.737,-0.05,-0.035,1.028,-1.12,-0.831,-1.701,20.7665676245987,-4.1719991071825,-41.454634528204
32276.112,-0.042,-0.032,1.009,-1.12,-0.831,-1.701,20.7665676245987,-4.1719991071825,-41.454634528204
32344.106,-0.042,-0.032,1.009,-1.12,-0.831,-1.701,20.1797566075192,-3.20895695687661,-41.6891526860668
32354.584,-0.042,-0.033,1.027,0.083,-1.295,-0.555,20.1797566075192,-3.20895695687661,-41.6891526860668
32433.137,-0.042,-0.023,1.013,-2.695,-0.63,-0.721,20.1797566075192,-3.20895695687661,-41.6891526860668
32444.03,-0.042,-0.023,1.013,-2.695,-0.63,-0.721,20.1765825364135,-3.80814549383655,-42.7835707560933
32513.971,-0.042,-0.047,1.012,-1.448,-0.021,-2.266,20.1765825364135,-3.80814549383655,-42.7835707560933
32543.317,-0.042,-0.047,1.012,-1.448,-0.021,-2.266,20.4099572065258,-3.44719693363586,-42.7835707560933
32592.757,-0.044,-0.049,1.007,-1.929,0.258,-2.725,20.4099572065258,-3.44719693363586,-42.7835707560933
32640.557,-0.044,-0.049,1.007,-1.929,0.258,-2.725,20.1775994674707,-3.92897433700751,-42.5490525982304
32671.533,-0.035,-0.057,1.027,-2.931,-1.155,-2.778,20.1775994674707,-3.92897433700751,-42.5490525982304
32739.835,-0.035,-0.057,1.027,-2.931,-1.155,-2.778,20.8789019145992,-3.92880345152838,-42.627225317518
32752.363,-0.036,-0.045,1.023,-2.725,-0.336,-1.71,20.8789019145992,-3.92880345152838,-42.627225317518
32830.918,-0.047,-0.061,1.004,-0.848,0.765,-1.688,20.8789019145992,-3.92880345152838,-42.627225317518
32839.763,-0.047,-0.061,1.004,-0.848,0.765,-1.688,21.2289240804924,-2.72615424063016,-42.3927071596552
32909.704,-0.04,-0.045,1.004,-0.161,-0.083,-0.94,21.2289240804924,-2.72615424063016,-42.3927071596552
32937.001,-0.04,-0.045,1.004,-0.161,-0.083,-0.94,20.4120325193904,-3.08778634274738,-42.0800162825048
32990.528,-0.033,-0.063,1.032,-0.393,-0.634,-1.71,20.4120325193904,-3.08778634274738,-42.0800162825048
33036.279,-0.033,-0.063,1.032,-0.393,-0.634,-1.71,20.5284749100532,-3.56836754776509,-42.3927071596552
33069.31,-0.041,-0.055,1.015,-0.577,0.551,-0.958,20.5284749100532,-3.56836754776509,-42.3927071596552
33135.567,-0.041,-0.055,1.015,-0.577,0.551,-0.958,20.8775608977564,-2.72581246967189,-42.5490525982304
33148.095,-0.038,-0.07,1.02,-1.085,0.603,-1.207,20.8775608977564,-2.72581246967189,-42.5490525982304
33228.703,-0.037,-0.06,1.02,-0.455,0.813,-0.708,20.8775608977564,-2.72581246967189,-42.5490525982304
